net,length_um
_00917_,11.28
_06839_,11.28
acc\[2\]\[25\],11.28
_07061_,11.275
_05922_,11.26
acc\[1\]\[12\],11.26
_00992_,11.24
_06400_,11.24
_00246_,11.22
_01090_,11.22
_01998_,11.22
_02753_,11.22
_02877_,11.22
_03262_,11.22
_04549_,11.22
_01300_,11.2
_03284_,11.2
_03909_,11.2
_04262_,11.2
_05188_,11.2
_05454_,11.2
_06199_,11.2
_06367_,11.2
_06585_,11.2
_05858_,11.19
_01508_,11.18
_01602_,11.18
_04032_,11.18
_05261_,11.18
_05638_,11.18
_05657_,11.18
_06155_,11.18
_00289_,11.16
_01713_,11.16
_02021_,11.16
_02338_,11.16
_04675_,11.16
_04931_,11.16
_05490_,11.16
acc\[10\]\[15\],11.16
acc\[12\]\[26\],11.155
_00399_,11.14
acc\[1\]\[23\],11.135
_00358_,11.12
_01904_,11.12
_05227_,11.12
_06789_,11.12
_07093_,11.12
_02220_,11.1
_05307_,11.1
filter_in[10],11.1
_01084_,11.08
_01303_,11.08
_02423_,11.08
_03940_,11.08
_05176_,11.08
_05787_,11.08
_06430_,11.08
_06503_,11.08
acc\[2\]\[29\],11.08
_03123_,11.06
acc\[11\]\[19\],11.06
_04171_,11.04
_04564_,11.04
_06801_,11.04
acc\[14\]\[27\],11.04
acc\[1\]\[5\],11.04
_03761_,11.02
_04110_,11.01
_00010_,11.005
_02033_,11
_03374_,11
_00338_,10.98
_00395_,10.98
_04528_,10.98
_04787_,10.98
_05106_,10.98
_05796_,10.98
_06874_,10.98
_07118_,10.98
_00873_,10.96
_01948_,10.96
_02424_,10.96
_02583_,10.96
_02833_,10.96
_03454_,10.96
_03499_,10.96
_04155_,10.96
_04167_,10.96
_04390_,10.96
_04966_,10.96
_05143_,10.96
_06480_,10.96
acc\[6\]\[5\],10.96
_05509_,10.94
_05167_,10.935
_01454_,10.93
_01783_,10.92
acc\[4\]\[5\],10.92
_00265_,10.9
_01889_,10.9
_05057_,10.9
net68,10.9
_01224_,10.88
_03997_,10.88
_06767_,10.88
_07083_,10.87
_02063_,10.86
_04987_,10.86
_05291_,10.86
_05868_,10.86
_07041_,10.86
_04996_,10.855
_02083_,10.84
_02908_,10.84
_04502_,10.84
_04504_,10.84
_02389_,10.82
_03062_,10.82
_03189_,10.82
_06372_,10.82
_06846_,10.815
_01153_,10.8
_05150_,10.8
_05425_,10.8
_02036_,10.79
_01997_,10.78
_03386_,10.78
_03836_,10.78
_04683_,10.78
_04737_,10.78
_05969_,10.78
_06084_,10.78
_06787_,10.78
_03832_,10.76
_03943_,10.76
_05286_,10.76
_05769_,10.76
_05951_,10.76
_02511_,10.74
_02885_,10.74
_02920_,10.74
_03240_,10.74
_03426_,10.74
_03488_,10.74
_05206_,10.74
_05905_,10.74
_06804_,10.74
acc\[13\]\[23\],10.74
_02673_,10.735
_05665_,10.72
_01332_,10.7
_02831_,10.7
acc\[13\]\[9\],10.7
_01468_,10.68
_01674_,10.66
_03248_,10.66
_04679_,10.66
_05342_,10.66
_06336_,10.66
_02294_,10.64
_02431_,10.64
_05427_,10.64
_06293_,10.64
_06654_,10.64
_06990_,10.64
_02862_,10.625
_01053_,10.62
_01784_,10.62
_02555_,10.62
_03825_,10.62
_04810_,10.62
_05265_,10.62
_06847_,10.62
_06866_,10.62
_02009_,10.6
_02959_,10.6
_03512_,10.6
_04864_,10.6
_06599_,10.6
acc\[12\]\[19\],10.6
_01853_,10.58
_02048_,10.58
_04051_,10.58
_06198_,10.58
_00025_,10.56
_03552_,10.56
_02980_,10.545
_01096_,10.54
_01823_,10.54
_02118_,10.54
_05021_,10.54
_06655_,10.54
filter_in[15],10.54
_00077_,10.52
_04200_,10.52
_04511_,10.52
_04451_,10.51
_01193_,10.5
_01483_,10.5
_01926_,10.5
_01989_,10.5
_02066_,10.5
_02070_,10.5
_02350_,10.5
_02631_,10.5
_03077_,10.5
_03650_,10.5
_03785_,10.5
_03871_,10.5
_04272_,10.5
_04309_,10.5
_04364_,10.5
_04417_,10.5
_06888_,10.5
_02804_,10.48
_03012_,10.48
_06321_,10.48
_06769_,10.48
_06880_,10.48
_06641_,10.475
_03592_,10.47
acc\[12\]\[25\],10.46
acc\[12\]\[7\],10.46
_00043_,10.44
_00161_,10.44
_03165_,10.44
_01864_,10.42
_01973_,10.42
_02428_,10.42
_02582_,10.42
_03115_,10.42
_04213_,10.42
_05889_,10.42
_01286_,10.4
_01402_,10.4
_01731_,10.4
_02153_,10.4
_04542_,10.4
_06048_,10.4
_00305_,10.38
_00307_,10.38
_00380_,10.38
_03161_,10.38
_03651_,10.38
_04697_,10.38
_05962_,10.38
_06091_,10.38
_06169_,10.38
_06189_,10.38
_06652_,10.38
_07193_,10.38
_03695_,10.36
_06077_,10.36
_06855_,10.36
net56,10.36
_04082_,10.355
_02461_,10.34
_02676_,10.34
_04773_,10.34
_01558_,10.33
_02758_,10.325
_03082_,10.32
_04831_,10.32
acc\[14\]\[20\],10.32
_02320_,10.3
_02641_,10.3
_03162_,10.3
_03442_,10.3
_03459_,10.3
_05055_,10.3
_05536_,10.3
_05616_,10.3
_06831_,10.3
_07136_,10.3
_06217_,10.295
net60,10.285
_00404_,10.28
_01186_,10.28
_01301_,10.28
_01353_,10.28
_01641_,10.28
_02240_,10.28
_02762_,10.28
_03078_,10.28
_03791_,10.28
_03955_,10.28
_05288_,10.28
_06138_,10.28
_06802_,10.28
acc\[10\]\[14\],10.28
_02998_,10.26
_03684_,10.26
_05151_,10.26
_05175_,10.26
_06023_,10.26
acc\[10\]\[9\],10.26
_00941_,10.24
_05695_,10.24
_07054_,10.24
_06009_,10.22
_06625_,10.22
_00180_,10.205
_02136_,10.2
_02925_,10.2
_05244_,10.2
_05591_,10.2
_06961_,10.2
_07031_,10.2
_00359_,10.185
_01231_,10.18
_02632_,10.18
_02881_,10.18
_04495_,10.18
_05795_,10.18
_06301_,10.18
_06936_,10.18
_00988_,10.16
_01712_,10.16
_01761_,10.16
_02605_,10.16
_03285_,10.16
_03697_,10.16
_04385_,10.16
_04446_,10.16
_04609_,10.16
_05027_,10.16
_05146_,10.16
_05838_,10.16
_02598_,10.15
_01261_,10.14
_06985_,10.14
_00028_,10.12
_06634_,10.115
_02371_,10.1
_03172_,10.1
_04884_,10.1
_06683_,10.1
net51,10.1
_02984_,10.095
_06733_,10.095
_00229_,10.08
_01635_,10.08
_02342_,10.08
_02549_,10.08
_02736_,10.08
_03219_,10.08
_03852_,10.08
_05042_,10.08
_05280_,10.08
_05293_,10.08
_06102_,10.08
_06127_,10.08
filter_in[0],10.08
filter_in[11],10.08
acc\[11\]\[30\],10.06
_00903_,10.04
_01105_,10.04
_01665_,10.04
_02482_,10.04
_02977_,10.04
_04298_,10.04
_04540_,10.04
_04834_,10.04
_05072_,10.04
_05839_,10.04
_06090_,10.04
_06781_,10.04
_00260_,10.02
_03158_,10.02
_02024_,10
_02316_,10
_03998_,10
_04941_,10
_05039_,10
_05614_,10
_06885_,10
acc\[12\]\[30\],10
acc\[14\]\[5\],10
_05069_,9.99
_00171_,9.98
_02565_,9.98
_03713_,9.98
_07169_,9.98
_01638_,9.96
_02497_,9.96
_02564_,9.96
_02748_,9.96
_03093_,9.96
_03137_,9.96
_03195_,9.96
_03835_,9.96
_05004_,9.96
_05305_,9.96
_06318_,9.96
_06638_,9.96
_07147_,9.96
_07202_,9.96
_02752_,9.955
_00149_,9.94
_01359_,9.94
_01362_,9.94
_01496_,9.94
_02797_,9.94
_02887_,9.94
_04387_,9.94
_04395_,9.94
_05238_,9.94
_05014_,9.92
_05135_,9.92
_01782_,9.9
_01835_,9.9
_01967_,9.9
_02554_,9.9
_03883_,9.9
_05452_,9.9
_06000_,9.9
_07182_,9.9
_05865_,9.88
_03517_,9.87
_00013_,9.86
_02000_,9.86
_02013_,9.86
_02675_,9.86
_02860_,9.86
_04145_,9.86
_05942_,9.86
net75,9.86
_01277_,9.84
_01977_,9.84
_02387_,9.84
_02400_,9.84
_03605_,9.84
_04257_,9.84
_05322_,9.84
_06946_,9.84
acc\[11\]\[28\],9.84
_00922_,9.82
_01124_,9.82
_01613_,9.82
_01695_,9.82
_02624_,9.82
_05444_,9.82
_06766_,9.82
_07225_,9.82
acc\[7\]\[28\],9.82
_03171_,9.81
_01337_,9.8
_02129_,9.8
_03777_,9.8
_05347_,9.8
_02919_,9.785
_00899_,9.78
_02505_,9.78
_02597_,9.78
_04225_,9.78
_04432_,9.78
acc\[1\]\[4\],9.78
_03271_,9.77
_01266_,9.76
_02541_,9.76
_02591_,9.76
_03160_,9.76
_03642_,9.75
_05612_,9.74
_06449_,9.74
_07163_,9.74
_00996_,9.72
_01241_,9.72
_05108_,9.72
_07226_,9.72
_01135_,9.7
_01436_,9.7
_01803_,9.7
_02148_,9.7
_03104_,9.7
_03403_,9.7
_04131_,9.7
_04409_,9.7
_04985_,9.7
_05607_,9.7
acc\[9\]\[6\],9.69
_01491_,9.68
_02295_,9.68
_04925_,9.68
_00335_,9.665
_00181_,9.66
_00191_,9.66
_00281_,9.66
_00362_,9.66
_01158_,9.66
_02819_,9.66
_03105_,9.66
_06243_,9.66
_04402_,9.64
_06657_,9.64
_01023_,9.62
_01238_,9.62
_01949_,9.62
_02778_,9.62
_04870_,9.62
_00278_,9.6
_03544_,9.6
_04506_,9.6
_04526_,9.6
_01738_,9.58
_01912_,9.58
_02019_,9.58
_04585_,9.58
_05363_,9.58
_05460_,9.58
_06516_,9.58
_06566_,9.58
_06925_,9.58
_00370_,9.56
_01162_,9.56
_02433_,9.56
_05819_,9.56
_02209_,9.54
_07102_,9.54
_04433_,9.535
_00076_,9.52
_01004_,9.52
_02282_,9.52
_04016_,9.52
net66,9.52
_01117_,9.5
_02456_,9.5
_03496_,9.5
_04092_,9.5
_04127_,9.5
_04650_,9.5
_05073_,9.5
_05799_,9.5
_06687_,9.5
_06907_,9.5
_07029_,9.5
_07126_,9.5
acc\[11\]\[6\],9.5
_02049_,9.495
_00210_,9.48
_00279_,9.48
_00393_,9.48
_01348_,9.48
_01557_,9.48
_01714_,9.48
_02067_,9.48
_03134_,9.48
_03375_,9.48
_03804_,9.48
_04331_,9.48
_04521_,9.48
_05030_,9.48
_07207_,9.48
acc\[4\]\[12\],9.47
_02304_,9.46
_05944_,9.46
_06972_,9.46
_00083_,9.44
_00234_,9.44
_01405_,9.44
_01996_,9.44
_05522_,9.44
_01291_,9.42
_01461_,9.42
_02128_,9.42
_05992_,9.42
acc\[6\]\[21\],9.42
_01937_,9.4
_01978_,9.4
_03289_,9.4
_04768_,9.4
_05812_,9.4
_06869_,9.4
_04420_,9.395
_03200_,9.38
_03244_,9.38
_03874_,9.38
_04058_,9.38
_04497_,9.38
_04533_,9.38
_04714_,9.38
_07026_,9.38
_00854_,9.36
_01807_,9.36
_01887_,9.36
_02257_,9.36
_02657_,9.36
_03015_,9.36
_03084_,9.36
_03902_,9.36
_04238_,9.36
_04366_,9.36
_04674_,9.36
_05314_,9.36
_05548_,9.36
_05554_,9.36
_05556_,9.36
_05729_,9.36
_02900_,9.355
_05414_,9.34
_05931_,9.34
_00848_,9.32
_03913_,9.32
_04244_,9.32
_04763_,9.32
_04889_,9.32
_05045_,9.32
acc\[5\]\[28\],9.32
_00192_,9.3
_00607_,9.3
_01581_,9.3
_02684_,9.3
_05766_,9.3
_07001_,9.3
_01639_,9.29
_01927_,9.29
_01098_,9.28
_01611_,9.28
_02333_,9.28
_02644_,9.28
_04736_,9.28
_06348_,9.28
_06590_,9.28
_02789_,9.27
_00961_,9.26
_01845_,9.26
_02510_,9.26
_03235_,9.26
_04507_,9.26
_05178_,9.26
_05432_,9.26
_05571_,9.26
_06731_,9.26
acc\[6\]\[12\],9.26
_01235_,9.24
_01758_,9.24
_02151_,9.24
_03275_,9.24
_03441_,9.24
_04136_,9.24
_04561_,9.24
_04911_,9.24
_05250_,9.24
_05758_,9.24
acc\[2\]\[26\],9.24
_00989_,9.22
_04676_,9.22
rst,9.21
_04054_,9.2
_06295_,9.2
net54,9.18
_01151_,9.16
_01205_,9.16
_01313_,9.16
_01921_,9.16
_02381_,9.16
_02585_,9.16
_03221_,9.16
_04847_,9.16
_05688_,9.16
_06110_,9.16
_06255_,9.16
_06698_,9.16
_00075_,9.14
_00291_,9.14
_01489_,9.14
_02770_,9.14
_04031_,9.14
_01577_,9.12
_01692_,9.12
_02051_,9.12
_02237_,9.12
_03395_,9.12
_03616_,9.12
_04603_,9.12
_04845_,9.12
_05103_,9.12
_05683_,9.12
_06161_,9.12
_06829_,9.12
_06964_,9.12
_00174_,9.1
_01316_,9.1
_06693_,9.1
_04856_,9.09
_00297_,9.08
_03206_,9.08
_05748_,9.08
_06457_,9.08
_07014_,9.08
acc\[14\]\[25\],9.08
_03032_,9.075
_03014_,9.06
_05295_,9.06
_05921_,9.06
acc\[7\]\[7\],9.05
_01071_,9.04
_01723_,9.04
_02377_,9.04
_02653_,9.04
_02764_,9.04
_02989_,9.04
_03343_,9.04
_03404_,9.04
_03756_,9.04
_03985_,9.04
_04263_,9.04
_04599_,9.04
_05561_,9.04
_05740_,9.04
_05972_,9.04
_06103_,9.04
_00096_,9.02
_00212_,9.02
_00790_,9.02
_01047_,9.02
_01445_,9.02
_03678_,9.02
_03986_,9.02
_04772_,9.02
_05277_,9.02
_07051_,9.02
acc\[13\]\[25\],9.02
_01074_,9.015
_04027_,9.015
_01806_,9
_06182_,9
filter_out[16],8.99
filter_out[17],8.99
filter_out[22],8.99
filter_out[24],8.99
_00038_,8.98
_00160_,8.98
_02842_,8.98
_03908_,8.98
_05156_,8.98
_05560_,8.98
net73,8.98
_00050_,8.96
_02164_,8.96
_02623_,8.96
_04190_,8.96
_06204_,8.96
_07087_,8.96
_02030_,8.94
_02440_,8.94
_02825_,8.94
_04745_,8.94
_04758_,8.94
_04878_,8.94
_05026_,8.94
_05232_,8.94
_05503_,8.94
_06924_,8.94
acc\[13\]\[31\],8.94
_04662_,8.93
_00956_,8.92
_01409_,8.92
_01956_,8.92
_02077_,8.92
_02135_,8.92
_03574_,8.92
_05946_,8.92
_06153_,8.92
acc\[7\]\[6\],8.92
_06333_,8.91
_00067_,8.9
_01390_,8.9
_02413_,8.9
_02590_,8.9
_02933_,8.9
_03399_,8.9
_03769_,8.9
_04036_,8.9
_05037_,8.9
_05211_,8.9
_06374_,8.9
_06412_,8.9
_07068_,8.9
_02379_,8.88
_02930_,8.88
_06606_,8.88
acc\[11\]\[18\],8.88
_01174_,8.86
_01198_,8.86
_01218_,8.86
_05245_,8.86
_06075_,8.86
_07137_,8.86
_02987_,8.84
_03299_,8.84
_04378_,8.84
_05818_,8.84
_04007_,8.82
_04258_,8.82
_04732_,8.82
_05216_,8.82
_05443_,8.82
_06928_,8.82
_07116_,8.82
acc\[6\]\[25\],8.82
_01985_,8.8
_02427_,8.8
_02875_,8.8
_05099_,8.8
_06565_,8.8
_07125_,8.8
_00901_,8.78
_02007_,8.78
_02035_,8.78
_02890_,8.78
_03112_,8.78
_03269_,8.78
_03630_,8.78
_03920_,8.78
_04163_,8.78
_05851_,8.78
_06362_,8.78
_07152_,8.78
_04830_,8.77
_00014_,8.74
acc\[14\]\[22\],8.74
acc\[11\]\[8\],8.735
_07242_,8.72
_01182_,8.7
_01990_,8.7
_03351_,8.7
_03593_,8.7
_03805_,8.7
_03892_,8.7
_04053_,8.7
_05461_,8.7
_05595_,8.7
_06083_,8.7
_06706_,8.7
_00148_,8.68
_03080_,8.68
_04494_,8.68
_05386_,8.68
_03010_,8.67
_00879_,8.66
_01768_,8.66
_02892_,8.66
_03039_,8.66
_03717_,8.66
_05459_,8.66
_05908_,8.66
_05772_,8.65
_03345_,8.64
_03523_,8.64
_05670_,8.64
_06484_,8.64
_00124_,8.62
_00135_,8.62
_00173_,8.62
_00887_,8.62
_05730_,8.62
_06308_,8.62
_02794_,8.615
_05448_,8.61
_00904_,8.6
_01450_,8.6
_01876_,8.6
_02540_,8.6
_02983_,8.6
_03788_,8.6
_04076_,8.6
_05741_,8.6
_06192_,8.6
_06305_,8.6
_06895_,8.6
acc\[1\]\[21\],8.6
_01484_,8.58
_01982_,8.58
_03237_,8.58
_03582_,8.58
_03823_,8.58
_04670_,8.58
_04896_,8.58
_05097_,8.58
_05693_,8.58
_06637_,8.58
_00007_,8.56
_00290_,8.56
_01296_,8.56
_02625_,8.56
_02701_,8.56
_02897_,8.56
_03101_,8.56
_04120_,8.56
_04295_,8.56
_04485_,8.56
_05281_,8.56
_05358_,8.56
_05885_,8.56
_06145_,8.56
_06341_,8.56
_06363_,8.56
_06912_,8.56
acc\[0\]\[12\],8.56
acc\[5\]\[4\],8.56
acc\[7\]\[31\],8.56
_01093_,8.555
_00544_,8.55
_00820_,8.55
_00036_,8.54
_03075_,8.54
_04934_,8.54
_05523_,8.54
net46,8.53
_00353_,8.52
_02997_,8.52
_05497_,8.52
acc\[4\]\[6\],8.52
_06122_,8.51
_04013_,8.5
_06569_,8.5
_07098_,8.5
_00905_,8.48
_02991_,8.48
_03273_,8.48
_03296_,8.48
_03858_,8.48
_04696_,8.48
_05107_,8.48
_05190_,8.48
_06111_,8.48
_06230_,8.48
_06371_,8.48
_06772_,8.48
_06826_,8.48
_07091_,8.48
net72,8.48
_02064_,8.46
_02226_,8.46
_04094_,8.46
_04320_,8.46
_05140_,8.46
_06383_,8.46
_06786_,8.46
acc\[13\]\[19\],8.46
_00006_,8.44
_01627_,8.44
_01779_,8.44
_01780_,8.44
_01991_,8.44
_02494_,8.44
_03530_,8.44
_03880_,8.44
_04121_,8.44
_04534_,8.44
_04672_,8.44
_05318_,8.44
_05841_,8.44
_06398_,8.44
_06749_,8.44
_06916_,8.44
_06920_,8.44
_03624_,8.435
_01462_,8.42
_03398_,8.42
_04825_,8.42
_06205_,8.42
_01855_,8.4
_06841_,8.4
_06696_,8.39
_02869_,8.38
_06725_,8.38
_06754_,8.38
_06765_,8.38
_05180_,8.37
_01079_,8.36
_01164_,8.36
_01552_,8.36
_01640_,8.36
_02023_,8.36
_02249_,8.36
_02444_,8.36
_02499_,8.36
_02522_,8.36
_02803_,8.36
_02929_,8.36
_03802_,8.36
_03877_,8.36
_04641_,8.36
_05164_,8.36
_06157_,8.36
_06399_,8.36
_07008_,8.36
_07192_,8.36
_05623_,8.355
_02086_,8.34
_02208_,8.34
_02849_,8.34
_02990_,8.34
_05499_,8.34
_06742_,8.34
_00688_,8.32
_00966_,8.32
_02031_,8.32
_02260_,8.32
_02313_,8.32
_02556_,8.32
_03602_,8.32
_04229_,8.32
_04560_,8.32
_05715_,8.32
_06144_,8.32
net80,8.32
_02916_,8.3
_03023_,8.285
_04394_,8.28
_04947_,8.28
_05639_,8.28
_00003_,8.26
_03575_,8.26
_04808_,8.26
_01127_,8.24
_02245_,8.24
_03059_,8.24
_04245_,8.24
_05479_,8.24
_05656_,8.24
_06241_,8.24
_06386_,8.24
_06571_,8.24
_06879_,8.24
_07220_,8.24
_07057_,8.23
_00017_,8.22
_01278_,8.22
_02138_,8.22
_03111_,8.22
_03719_,8.22
_03778_,8.2
_03949_,8.2
_04185_,8.2
acc\[0\]\[7\],8.2
_00015_,8.18
_00068_,8.18
_01455_,8.18
_00158_,8.16
_00269_,8.16
_01469_,8.16
_02720_,8.16
_03942_,8.16
_05214_,8.16
_01259_,8.14
_01928_,8.14
_04087_,8.14
_04716_,8.14
_04764_,8.14
_05247_,8.14
_05381_,8.14
_05691_,8.14
_06351_,8.14
_06712_,8.14
_06730_,8.14
acc\[2\]\[17\],8.14
net53,8.14
_02613_,8.12
_02870_,8.12
_03590_,8.12
_03693_,8.12
_04160_,8.12
_05478_,8.12
_05723_,8.12
_06035_,8.12
_06495_,8.12
_07010_,8.12
acc\[13\]\[4\],8.12
_00214_,8.1
_00275_,8.1
_01083_,8.1
_01323_,8.1
_01877_,8.1
_02369_,8.1
_02664_,8.1
_02882_,8.1
_02886_,8.1
_03603_,8.1
_04871_,8.1
_05953_,8.1
_06352_,8.1
_06614_,8.1
_06798_,8.1
_07005_,8.1
_07224_,8.1
acc\[3\]\[11\],8.1
_03274_,8.095
_05467_,8.095
_05518_,8.08
acc\[12\]\[22\],8.08
_05825_,8.065
_00059_,8.06
_03924_,8.06
_04022_,8.06
_05515_,8.06
_05535_,8.06
_06461_,8.06
acc\[14\]\[11\],8.06
_00889_,8.04
_01470_,8.04
_01836_,8.04
_02137_,8.04
_03140_,8.04
_03601_,8.04
_04740_,8.04
_05783_,8.04
_06653_,8.04
_00144_,8.02
_00330_,8.02
_01923_,8.02
_02170_,8.02
_02270_,8.02
_03146_,8.02
_03218_,8.02
_03272_,8.02
_03743_,8.02
_04151_,8.02
_04933_,8.02
_04989_,8.02
_05311_,8.02
_05662_,8.02
_05761_,8.02
_06163_,8.02
_06272_,8.02
_06513_,8.02
acc\[12\]\[11\],8.02
_00959_,8
_01938_,8
_03151_,8
_03688_,8
_04678_,8
_06983_,8
_00037_,7.98
_01245_,7.98
_01331_,7.98
_01521_,7.98
_01530_,7.98
_01562_,7.98
_02082_,7.98
_02203_,7.98
_02217_,7.98
_02589_,7.98
_02883_,7.98
_02995_,7.98
_03400_,7.98
_03505_,7.98
_03640_,7.98
_05541_,7.98
_05837_,7.98
_06149_,7.98
_06728_,7.98
acc\[11\]\[11\],7.98
acc\[3\]\[12\],7.98
acc\[5\]\[10\],7.98
_00713_,7.97
_02037_,7.96
_02478_,7.96
_02473_,7.955
_02523_,7.94
_06207_,7.94
_01903_,7.92
_02289_,7.92
_03079_,7.92
_03335_,7.92
_03954_,7.92
_06639_,7.92
_06811_,7.92
_01181_,7.9
_01190_,7.9
_01760_,7.9
_01798_,7.9
_02169_,7.9
_02688_,7.9
_02865_,7.9
_03301_,7.9
_03466_,7.9
_04362_,7.9
_05172_,7.9
_05893_,7.9
_06063_,7.9
_06353_,7.9
_06753_,7.9
acc\[0\]\[5\],7.9
acc\[11\]\[14\],7.9
acc\[13\]\[22\],7.9
_02243_,7.88
_03276_,7.88
_05310_,7.88
_05697_,7.88
_06181_,7.88
_07153_,7.88
_00556_,7.86
_02098_,7.86
_02360_,7.86
_02937_,7.86
_03882_,7.86
_04430_,7.86
_04649_,7.86
_05510_,7.86
_00024_,7.82
_00127_,7.8
_00224_,7.8
_00306_,7.8
_01081_,7.8
_02189_,7.8
_02459_,7.8
_03361_,7.8
_03936_,7.8
_04064_,7.8
_00999_,7.78
_01191_,7.78
_01293_,7.78
_01498_,7.78
_02045_,7.78
_02046_,7.78
_02273_,7.78
_02894_,7.78
_03057_,7.78
_03618_,7.78
_04107_,7.78
_04474_,7.78
_04722_,7.78
_04894_,7.78
_05126_,7.78
_05558_,7.78
_05848_,7.78
_06143_,7.78
_06998_,7.78
acc\[4\]\[9\],7.78
_00012_,7.76
_00092_,7.76
_00108_,7.76
_06535_,7.76
_02451_,7.755
_04873_,7.755
_06666_,7.755
_01315_,7.74
_02183_,7.74
_03181_,7.74
_04113_,7.74
_04192_,7.74
_04639_,7.74
_05131_,7.74
_06419_,7.74
_06779_,7.74
acc\[5\]\[20\],7.74
_00051_,7.725
_00245_,7.72
_00581_,7.72
_04981_,7.7
_06174_,7.7
filter_in[4],7.69
_00101_,7.68
_00906_,7.68
_01415_,7.68
_01446_,7.68
_01591_,7.68
_02945_,7.68
_06066_,7.68
_01396_,7.66
_01565_,7.66
_01772_,7.66
_02749_,7.66
_02992_,7.66
_03117_,7.66
_03156_,7.66
_03385_,7.66
_03542_,7.66
_03978_,7.66
_04038_,7.66
_04551_,7.66
_04876_,7.66
_05007_,7.66
_05371_,7.66
_05645_,7.66
_05663_,7.66
_05734_,7.66
_05760_,7.66
_06359_,7.66
acc\[13\]\[15\],7.66
acc\[6\]\[24\],7.66
_00146_,7.64
_00189_,7.64
_00250_,7.64
_00969_,7.64
_01166_,7.64
_01204_,7.64
_01715_,7.64
_01774_,7.64
_01852_,7.64
_02345_,7.64
_03450_,7.64
_03731_,7.64
_04237_,7.64
_04522_,7.64
_05068_,7.64
_05428_,7.64
_05633_,7.64
_06078_,7.64
_06330_,7.64
_06376_,7.64
_06559_,7.64
acc\[11\]\[7\],7.64
net70,7.64
_02076_,7.62
_02861_,7.62
_03201_,7.62
_05622_,7.62
_06094_,7.62
_01306_,7.615
_00155_,7.6
_00193_,7.6
_00248_,7.6
_00249_,7.6
_03495_,7.6
_04897_,7.6
_05326_,7.6
_05610_,7.6
_06135_,7.6
_06171_,7.6
_02312_,7.585
_01687_,7.58
_02689_,7.58
_04014_,7.58
_06194_,7.58
_06302_,7.58
_00285_,7.56
_01518_,7.56
_02498_,7.56
_02534_,7.56
_02868_,7.56
_03599_,7.56
_03801_,7.56
_04475_,7.56
_04957_,7.56
_05061_,7.56
_05096_,7.56
_05233_,7.56
_05404_,7.56
_05585_,7.56
_05752_,7.56
_05870_,7.56
_05985_,7.56
_06447_,7.56
_06452_,7.56
_06685_,7.56
_06910_,7.56
acc\[1\]\[25\],7.56
_00869_,7.54
_02154_,7.54
_03508_,7.54
_03573_,7.54
_04953_,7.54
_00860_,7.52
_00912_,7.52
_01604_,7.52
_02050_,7.52
_02174_,7.52
_02194_,7.52
_03382_,7.52
_03388_,7.52
_04182_,7.52
_04577_,7.52
_04633_,7.52
_04832_,7.52
_05136_,7.52
_05480_,7.52
_05862_,7.52
_05991_,7.52
_06381_,7.52
_06619_,7.52
_06669_,7.52
_05179_,7.5
_05477_,7.5
_05888_,7.5
_00021_,7.48
_01038_,7.48
_02008_,7.48
net48,7.47
_01888_,7.46
_02409_,7.46
_02442_,7.46
_03126_,7.46
_04557_,7.46
_06734_,7.46
_00643_,7.44
_01288_,7.44
_01703_,7.44
_01972_,7.44
_02264_,7.44
_02610_,7.44
_02792_,7.44
_02972_,7.44
_03019_,7.44
_03739_,7.44
_03850_,7.44
_04518_,7.44
_05101_,7.44
_05892_,7.44
_06459_,7.44
_06612_,7.44
_06723_,7.44
_06906_,7.44
_07006_,7.44
_07199_,7.44
acc\[11\]\[24\],7.44
acc\[5\]\[11\],7.44
_00664_,7.42
_01867_,7.42
_02384_,7.42
_03270_,7.42
_04261_,7.42
_06756_,7.42
_06887_,7.42
_02801_,7.4
_02975_,7.4
_03502_,7.4
_06922_,7.4
_03834_,7.38
_00405_,7.37
_03317_,7.37
_06858_,7.36
_00058_,7.34
_03180_,7.34
_03792_,7.34
_03812_,7.34
_04391_,7.34
_04771_,7.34
_07124_,7.34
_02133_,7.335
_01116_,7.32
_01138_,7.32
_02162_,7.32
_02248_,7.32
_02252_,7.32
_02485_,7.32
_02562_,7.32
_03503_,7.32
_03587_,7.32
_03662_,7.32
_03966_,7.32
_04292_,7.32
_04880_,7.32
_04948_,7.32
_05243_,7.32
_06325_,7.32
_06470_,7.32
_06632_,7.32
_06969_,7.32
acc\[11\]\[15\],7.32
acc\[9\]\[11\],7.32
_07032_,7.315
acc\[5\]\[6\],7.315
_00384_,7.3
_01154_,7.3
_03166_,7.3
_04464_,7.3
_05331_,7.3
_07171_,7.3
_05117_,7.29
_06967_,7.29
_01203_,7.28
_01645_,7.28
_02211_,7.28
_02365_,7.28
_02559_,7.28
_03132_,7.28
_03435_,7.28
_03489_,7.28
_05082_,7.28
_05384_,7.28
_05446_,7.28
_06132_,7.28
_00041_,7.26
_00047_,7.26
_00811_,7.26
_04652_,7.25
_00129_,7.24
_01523_,7.24
_00256_,7.22
_01395_,7.22
_01537_,7.22
_02225_,7.22
_02829_,7.22
_03704_,7.22
_04148_,7.22
_04173_,7.22
_04638_,7.22
_04706_,7.22
_04711_,7.22
_05169_,7.22
_05260_,7.22
_05699_,7.22
_05995_,7.22
_06175_,7.22
_07205_,7.22
net67,7.22
_01072_,7.2
_01144_,7.2
_01255_,7.2
_01930_,7.2
